time,logger,level,database,threadid,message,exception
2016-10-20 14:03:46.6256,Raven.Database.Config.MemoryStatistics,Debug,,3,"Cleaning inactive low-memory handlers, count before: 17, count after: 17",
2016-10-20 14:03:49.0371,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,36,Request # 205: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:03:49.0371,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,45,Request # 206: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/terms/Raven/DocumentsByEntityName?field=Tag&pageSize=1024,
2016-10-20 14:03:49.0466,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,45,Request # 207: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/studio-tasks/collection/counts?fromDate=Thu%2C+20+Oct+2016+18:03:43+GMT,
2016-10-20 14:03:56.9527,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,45,Document with key 'Raven/Hilo/students' was not found,
2016-10-20 14:03:56.9527,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,45,Document with key 'Raven/ServerPrefixForHilo' was not found,
2016-10-20 14:03:56.9527,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,45,Request # 208: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/queries/?&id=Raven%2FHilo%2Fstudents&id=Raven%2FServerPrefixForHilo,
2016-10-20 14:03:56.9527,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,45,"Results count: 2, includes count: 0",
2016-10-20 14:03:57.1248,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,48,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:03:57.1248,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,12,"Inserted a new document with key 'Raven/Hilo/students', update: False, ",
2016-10-20 14:03:57.1248,Raven.Database.Indexing.WorkContext,Debug,Candidates,12,Incremented work counter to 8 because: PUT Raven/Hilo/students,
2016-10-20 14:03:57.1248,Raven.Database.DocumentDatabase,Debug,Candidates,12,Put document Raven/Hilo/students with etag 01000000-0000-0001-0000-000000000003,
2016-10-20 14:03:57.1248,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 8, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:03:57.1248,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,"Not enough results to fill requested count (512), but we have some (1) in memory. Going to index the results while loading more from disk in background.",
2016-10-20 14:03:57.1248,Raven.Database.Prefetching.PrefetchingBehavior,Info,Candidates,40,Skipping background prefetching because we got no documents to fetch. Last etag: 01000000-0000-0001-0000-000000000003,
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Found a total of 1 documents that requires indexing since etag: 01000000-0000-0001-0000-000000000002: (Raven/Hilo/students),
2016-10-20 14:03:57.1248,Raven.Database.Impl.DocumentRetriever,Debug,,33,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/students,
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After read triggers executed, 1 documents remained",
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"Going to index 1 documents in Index: Raven/DocumentsByEntityName, LastIndexedEtag: 01000000-0000-0001-0000-000000000002: (Raven/Hilo/students)",
2016-10-20 14:03:57.1248,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,12,Request # 209: PUT     -     1 ms - Candidates - 201 - http://localhost:8080/databases/Candidates/docs/Raven/Hilo/students,
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Indexing 1 documents for index: Raven/DocumentsByEntityName. (Raven/Hilo/students),
2016-10-20 14:03:57.1248,Raven.Database.Indexing.Index.Indexing,Debug,Candidates,40,Indexed 0 documents for Raven/DocumentsByEntityName,
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After indexing 1 documents, the new last etag for is: 01000000-0000-0001-0000-000000000003 for Raven/DocumentsByEntityName",
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:03:57.1248,Raven.Database.Indexing.WorkContext,Debug,,40,Incremented work counter to 9 because: WORK BY IndexingExecuter,
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:03:57.1248,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 9, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:03:57.1248,Raven.Database.Indexing.IndexStorage,Debug,,40,"Flushed simple map index: Raven/DocumentsByEntityName (id: 1), took 0ms",
2016-10-20 14:03:57.1248,Raven.Database.Indexing.WorkContext,Debug,,40,"No work was found, workerWorkCounter: 9, for: IndexingExecuter, will wait for additional work",
2016-10-20 14:03:57.1248,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 210: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/terms/Raven/DocumentsByEntityName?field=Tag&pageSize=1024,
2016-10-20 14:03:57.1248,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,45,Request # 211: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:03:57.1459,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,45,Request # 212: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/studio-tasks/collection/counts?fromDate=Thu%2C+20+Oct+2016+18:03:49+GMT,
2016-10-20 14:03:57.2084,Raven.Database.Server.Controllers.RavenBaseApiController,Debug,Candidates,48,"	PUT students/1
",
2016-10-20 14:03:57.2199,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,48,Request # 213: POST    -    10 ms - Candidates - 409 - http://localhost:8080/databases/Candidates/bulk_docs,
2016-10-20 14:04:02.1415,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,45,Request # 214: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:04:02.1415,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 215: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/terms/Raven/DocumentsByEntityName?field=Tag&pageSize=1024,
2016-10-20 14:04:02.1551,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 216: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/studio-tasks/collection/counts?fromDate=Thu%2C+20+Oct+2016+18:03:56+GMT,
2016-10-20 14:04:13.6380,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,33,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:04:27.1373,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,47,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:04:35.5280,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,50,"Document with key 'Raven/Hilo/students' was found, etag: 01000000-0000-0001-0000-000000000003",
2016-10-20 14:04:35.5280,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,50,Document with key 'Raven/ServerPrefixForHilo' was not found,
2016-10-20 14:04:35.5280,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 217: GET     -     1 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/queries/?&id=Raven%2FHilo%2Fstudents&id=Raven%2FServerPrefixForHilo,
2016-10-20 14:04:35.5280,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,"Results count: 2, includes count: 0",
2016-10-20 14:04:35.6170,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,47,"Inserted a new document with key 'Raven/Hilo/students', update: True, ",
2016-10-20 14:04:35.6170,Raven.Database.Indexing.WorkContext,Debug,Candidates,47,Incremented work counter to 10 because: PUT Raven/Hilo/students,
2016-10-20 14:04:35.6170,Raven.Database.DocumentDatabase,Debug,Candidates,47,Put document Raven/Hilo/students with etag 01000000-0000-0001-0000-000000000004,
2016-10-20 14:04:35.6170,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 10, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:04:35.6170,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,"Not enough results to fill requested count (512), but we have some (1) in memory. Going to index the results while loading more from disk in background.",
2016-10-20 14:04:35.6170,Raven.Database.Prefetching.PrefetchingBehavior,Info,Candidates,40,Skipping background prefetching because we got no documents to fetch. Last etag: 01000000-0000-0001-0000-000000000004,
2016-10-20 14:04:35.6170,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Found a total of 1 documents that requires indexing since etag: 01000000-0000-0001-0000-000000000003: (Raven/Hilo/students),
2016-10-20 14:04:35.6170,Raven.Database.Impl.DocumentRetriever,Debug,,29,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/students,
2016-10-20 14:04:35.6170,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After read triggers executed, 1 documents remained",
2016-10-20 14:04:35.6170,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"Going to index 1 documents in Index: Raven/DocumentsByEntityName, LastIndexedEtag: 01000000-0000-0001-0000-000000000003: (Raven/Hilo/students)",
2016-10-20 14:04:35.6170,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,47,Request # 218: PUT     -     2 ms - Candidates - 201 - http://localhost:8080/databases/Candidates/docs/Raven/Hilo/students,
2016-10-20 14:04:35.6170,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Indexing 1 documents for index: Raven/DocumentsByEntityName. (Raven/Hilo/students),
2016-10-20 14:04:35.6220,Raven.Database.Indexing.Index.Indexing,Debug,Candidates,40,Indexed 0 documents for Raven/DocumentsByEntityName,
2016-10-20 14:04:35.6220,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After indexing 1 documents, the new last etag for is: 01000000-0000-0001-0000-000000000004 for Raven/DocumentsByEntityName",
2016-10-20 14:04:35.6220,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:04:35.6220,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:04:35.6220,Raven.Database.Indexing.WorkContext,Debug,,40,Incremented work counter to 11 because: WORK BY IndexingExecuter,
2016-10-20 14:04:35.6220,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:04:35.6220,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:04:35.6220,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 11, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:04:35.6220,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:04:35.6220,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:04:35.6220,Raven.Database.Indexing.IndexStorage,Debug,,40,"Flushed simple map index: Raven/DocumentsByEntityName (id: 1), took 0ms",
2016-10-20 14:04:35.6220,Raven.Database.Indexing.WorkContext,Debug,,40,"No work was found, workerWorkCounter: 11, for: IndexingExecuter, will wait for additional work",
2016-10-20 14:04:35.6220,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 219: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:04:35.6220,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,53,Request # 220: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/terms/Raven/DocumentsByEntityName?field=Tag&pageSize=1024,
2016-10-20 14:04:35.6411,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 221: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/studio-tasks/collection/counts?fromDate=Thu%2C+20+Oct+2016+18:04:02+GMT,
2016-10-20 14:04:35.7842,Raven.Database.Server.Controllers.RavenBaseApiController,Debug,Candidates,29,"	PUT students/33
",
2016-10-20 14:04:35.7842,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,29,"Inserted a new document with key 'students/33', update: False, ",
2016-10-20 14:04:35.7842,Raven.Database.DocumentDatabase,Debug,Candidates,29,Put document students/33 with etag 01000000-0000-0001-0000-000000000005,
2016-10-20 14:04:35.7842,Raven.Database.Indexing.WorkContext,Debug,Candidates,29,Incremented work counter to 12 because: PUT students/33,
2016-10-20 14:04:35.7842,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 12, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:04:35.7842,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,"Not enough results to fill requested count (512), but we have some (1) in memory. Going to index the results while loading more from disk in background.",
2016-10-20 14:04:35.7842,Raven.Database.Prefetching.PrefetchingBehavior,Info,Candidates,40,Skipping background prefetching because we got no documents to fetch. Last etag: 01000000-0000-0001-0000-000000000005,
2016-10-20 14:04:35.7842,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,29,Request # 222: POST    -     1 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/bulk_docs,
2016-10-20 14:04:35.7842,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Found a total of 1 documents that requires indexing since etag: 01000000-0000-0001-0000-000000000004: (students/33),
2016-10-20 14:04:35.7842,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After read triggers executed, 1 documents remained",
2016-10-20 14:04:35.7842,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"Going to index 1 documents in Index: Raven/DocumentsByEntityName, LastIndexedEtag: 01000000-0000-0001-0000-000000000004: (students/33)",
2016-10-20 14:04:35.7842,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Indexing 1 documents for index: Raven/DocumentsByEntityName. (students/33),
2016-10-20 14:04:35.7842,Raven.Database.Indexing.Index.Indexing,Debug,Candidates,40,"Indexing on students/33 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: students/33
	Tag I-: Students
	LastModified I-: 2016-10-20T18:04:35.7842141Z
	LastModifiedTicks I-: 636125834757842141
",
2016-10-20 14:04:35.8274,Raven.Database.Indexing.Index.Indexing,Debug,Candidates,40,Indexed 1 documents for Raven/DocumentsByEntityName,
2016-10-20 14:04:35.8274,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After indexing 1 documents, the new last etag for is: 01000000-0000-0001-0000-000000000005 for Raven/DocumentsByEntityName",
2016-10-20 14:04:35.8274,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:04:35.8274,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:04:35.8274,Raven.Database.Indexing.WorkContext,Debug,,40,Incremented work counter to 13 because: WORK BY IndexingExecuter,
2016-10-20 14:04:35.8274,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:04:35.8274,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:04:35.8274,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:04:35.8274,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:04:35.8274,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 13, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:04:35.8274,Raven.Database.Indexing.IndexStorage,Debug,,40,"Flushed simple map index: Raven/DocumentsByEntityName (id: 1), took 6ms",
2016-10-20 14:04:35.8274,Raven.Database.Indexing.WorkContext,Debug,,40,"No work was found, workerWorkCounter: 13, for: IndexingExecuter, will wait for additional work",
2016-10-20 14:04:38.8058,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,50,Request # 223: GET     -     0 ms -            - 200 - http://localhost:8080/changes/config?id=STrhq&command=unwatch-prefix&value=Raven%2FDatabases%2F,
2016-10-20 14:04:38.8133,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,53,Request # 224: GET     -     2 ms -            - 200 - http://localhost:8080/changes/config?id=STrhq&command=unwatch-prefix&value=Raven%2FFileSystems%2F,
2016-10-20 14:04:38.8133,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,52,Request # 225: GET     -     0 ms -            - 200 - http://localhost:8080/changes/config?id=STrhq&command=unwatch-prefix&value=Raven%2FCounters%2F,
2016-10-20 14:04:38.8133,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,57,Request # 226: GET     -     0 ms -            - 200 - http://localhost:8080/changes/config?id=STrhq&command=unwatch-prefix&value=Raven%2FStudioConfig,
2016-10-20 14:04:38.8369,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,57,Request # 227: GET     -     5 ms -            - 200 - http://localhost:8080/changes/config?id=STrhq&command=unwatch-prefix&value=Raven%2FAlerts,
2016-10-20 14:04:38.9034,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,52,Request # 237: GET     -    83 ms -            - 200 - http://localhost:8080/changes/config?id=STrhq&command=disconnect,
2016-10-20 14:04:38.9034,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,53,Request # 238: GET     -    87 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/changes/config?id=d91Lp&command=disconnect,
2016-10-20 14:04:39.8282,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,53,Request # 250: GET     -     0 ms -            - 200 - http://localhost:8080/singleAuthToken,
2016-10-20 14:04:39.8592,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,53,Request # 252: GET     -     0 ms -            - 200 - http://localhost:8080/changes/config?id=gbLQp&command=watch-prefix&value=Raven%2FDatabases%2F,
2016-10-20 14:04:39.8592,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,57,Request # 253: GET     -     0 ms -            - 200 - http://localhost:8080/changes/config?id=gbLQp&command=watch-prefix&value=Raven%2FFileSystems%2F,
2016-10-20 14:04:39.8592,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,49,Request # 255: GET     -     0 ms -            - 200 - http://localhost:8080/changes/config?id=gbLQp&command=watch-prefix&value=Raven%2FStudioConfig,
2016-10-20 14:04:39.8592,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,52,Request # 254: GET     -     0 ms -            - 200 - http://localhost:8080/changes/config?id=gbLQp&command=watch-prefix&value=Raven%2FCounters%2F,
2016-10-20 14:04:39.8592,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,50,Request # 256: GET     -     0 ms -            - 200 - http://localhost:8080/changes/config?id=gbLQp&command=watch-prefix&value=Raven%2FAlerts,
2016-10-20 14:04:39.8817,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,50,Request # 258: GET     -     0 ms -            - 200 - http://localhost:8080/studio-tasks/server-configs,
2016-10-20 14:04:39.8817,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,58,Request # 259: GET     -     0 ms -            - 200 - http://localhost:8080/fs?pageSize=1024&getAdditionalData=true,
2016-10-20 14:04:39.8877,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,52,Request # 260: GET     -     6 ms -            - 200 - http://localhost:8080/databases?pageSize=1024&getAdditionalData=true,
2016-10-20 14:04:39.9443,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,<system>,52,Document with key 'Raven/StudioConfig' was not found,
2016-10-20 14:04:39.9443,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,<system>,49,Document with key 'Raven/Alerts' was not found,
2016-10-20 14:04:39.9443,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,52,Request # 261: POST    -     0 ms -            - 200 - http://localhost:8080/queries,
2016-10-20 14:04:39.9443,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,58,Request # 262: GET     -     0 ms -            - 200 - http://localhost:8080/build/version,
2016-10-20 14:04:39.9443,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,53,Request # 263: GET     -     0 ms -            - 200 - http://localhost:8080/license/status,
2016-10-20 14:04:39.9508,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,52,"	Raven/StudioConfig

Results count: 0, includes count: 0",
2016-10-20 14:04:39.9508,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,58,Document with key 'Raven/StudioConfig' was not found,
2016-10-20 14:04:39.9443,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,49,Request # 265: POST    -     0 ms -            - 200 - http://localhost:8080/queries,
2016-10-20 14:04:39.9508,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,58,Document with key 'Raven/StudioConfig' was not found,
2016-10-20 14:04:39.9508,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,49,"	Raven/Alerts

Results count: 0, includes count: 0",
2016-10-20 14:04:39.9508,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,58,Request # 266: GET     -     0 ms - Candidates - 404 - http://localhost:8080/databases/Candidates/studio-tasks/config,
2016-10-20 14:04:39.9668,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,53,Request # 267: GET     -     1 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:04:39.9668,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,52,Request # 268: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/singleAuthToken,
2016-10-20 14:04:40.0308,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,58,Document with key 'Raven/Javascript/Functions' was not found,
2016-10-20 14:04:40.0308,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,49,Document with key 'Raven/Alerts' was not found,
2016-10-20 14:04:40.0213,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,53,Request # 269: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/singleAuthToken,
2016-10-20 14:04:40.0308,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,58,Request # 270: GET     -     0 ms - Candidates - 404 - http://localhost:8080/databases/Candidates/docs/Raven/Javascript/Functions,
2016-10-20 14:04:40.0308,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 272: GET     -     1 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/terms/Raven/DocumentsByEntityName?field=Tag&pageSize=1024,
2016-10-20 14:04:40.0308,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,49,Request # 271: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/operation/alerts,
2016-10-20 14:04:40.0649,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,49,Request # 274: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/changes/config?id=zrwie&command=watch-indexes,
2016-10-20 14:04:40.0649,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,57,Request # 276: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/changes/config?id=zrwie&command=watch-docs,
2016-10-20 14:04:40.0649,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,58,Request # 275: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/changes/config?id=zrwie&command=watch-bulk-operation,
2016-10-20 14:04:40.0649,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 277: GET     -     1 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:04:40.0989,Raven.Database.Indexing.Index.Querying,Debug,Candidates,50,Issuing query on index Raven/DocumentsByEntityName for: Tag:Students,
2016-10-20 14:04:40.0989,Raven.Database.Server.Controllers.RavenBaseApiController,Debug,Candidates,50,"	Query: Tag:Students
	Time: 3 ms
	Index: Raven/DocumentsByEntityName
	Results: 0 returned out of 2 total.
	Timing:
",
2016-10-20 14:04:40.0989,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 278: GET     -     4 ms - Candidates - 200 - http://multi.get/databases/Candidates/indexes/Raven/DocumentsByEntityName?&query=Tag:Students&pageSize=0,
2016-10-20 14:04:40.0989,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,"	Query: Tag:Students
	Time: 3 ms
	Index: Raven/DocumentsByEntityName
	Results: 0 returned out of 2 total.
	Timing:",
2016-10-20 14:04:40.0989,Raven.Database.Server.WebApi.RequestManager,Debug,,50,Request # 279: POST    -     8 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/multi_get?parallel=yes,
2016-10-20 14:04:40.0989,Raven.Database.Server.WebApi.RequestManager,Debug,,50,"	0: databases/Candidates/indexes/Raven/DocumentsByEntityName?&query=Tag:Students&pageSize=0			Query: Tag:Students
	Time: 3 ms
	Index: Raven/DocumentsByEntityName
	Results: 0 returned out of 2 total.
	Timing:",
2016-10-20 14:04:40.1354,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,50,Document with key 'Raven/Studio/Columns/AllDocuments' was not found,
2016-10-20 14:04:40.1354,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 281: POST    -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/queries,
2016-10-20 14:04:40.1354,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,"	Raven/Studio/Columns/AllDocuments

Results count: 0, includes count: 0",
2016-10-20 14:04:40.3155,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,52,Request # 283: GET     -   332 ms -            - 200 - http://localhost:8080/studio-tasks/latest-server-build-version?stableOnly=true&min=3000&max=34999,
2016-10-20 14:04:40.6443,Raven.Database.Indexing.Index.Querying,Debug,Candidates,50,Issuing query on index Raven/DocumentsByEntityName for all documents,
2016-10-20 14:04:40.6443,Raven.Database.Server.Controllers.RavenBaseApiController,Debug,Candidates,50,"	Query: 
	Time: 0 ms
	Index: Raven/DocumentsByEntityName
	Results: 0 returned out of 2 total.
	Timing:
",
2016-10-20 14:04:40.6443,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,52,Request # 284: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/docs?start=0&pageSize=31,
2016-10-20 14:04:40.6443,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,50,Request # 285: GET     -     1 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/indexes/Raven/DocumentsByEntityName?query=&start=0&pageSize=0,
